Date,Open,High,Low,Close,Adj Close,Volume
2009-11-30,9.350000,9.400000,8.780000,9.310000,6.898612,339316200
2009-12-01,9.540000,9.690000,9.360000,9.540000,7.069039,94339200
2009-12-02,10.020000,10.260000,9.880000,10.180000,7.543272,84198300
2009-12-03,10.220000,10.320000,10.120000,10.180000,7.543272,41502200
2009-12-04,10.300000,10.320000,10.140000,10.280000,7.617372,25748200
2009-12-07,10.500000,10.500000,9.990000,10.100000,7.483993,23688400
2009-12-08,10.260000,10.260000,10.080000,10.140000,7.513634,22642900
2009-12-09,10.100000,10.120000,9.990000,10.020000,7.424716,27539200
2009-12-10,10.060000,10.080000,9.960000,10.000000,7.409894,45947500
2009-12-11,10.180000,10.440000,10.000000,10.400000,7.706288,106972300
2009-12-14,10.380000,10.400000,10.240000,10.400000,7.706288,53279000
2009-12-15,10.460000,10.480000,10.360000,10.440000,7.735930,41022900
2009-12-16,10.300000,10.440000,10.000000,10.300000,7.632190,27306800
2009-12-17,10.380000,10.400000,9.990000,10.000000,7.409894,10122900
2009-12-18,10.220000,10.220000,9.790000,9.800000,7.261698,12251000
2009-12-21,9.860000,9.860000,9.210000,9.230000,6.839332,9796500
2009-12-22,9.220000,9.460000,9.020000,9.460000,7.009761,15381300
2009-12-23,9.900000,9.900000,9.290000,9.420000,6.980120,2110200
2009-12-24,9.450000,9.450000,9.300000,9.360000,6.935659,556800
2009-12-28,9.380000,9.510000,9.300000,9.450000,7.002349,1854800
2009-12-29,9.500000,9.520000,9.250000,9.390000,6.957892,1642400
2009-12-30,9.450000,9.460000,9.390000,9.450000,7.002349,4533500
2009-12-31,9.440000,9.500000,9.260000,9.460000,7.009761,1933600
2010-01-04,9.710000,10.060000,9.710000,9.940000,7.365435,7645200
2010-01-05,10.400000,10.600000,10.300000,10.600000,7.854489,25593300
2010-01-06,10.680000,11.360000,10.600000,11.320000,8.388000,56597500
2010-01-07,11.120000,11.120000,10.480000,10.780000,7.987867,30692300
2010-01-08,10.900000,10.900000,10.460000,10.780000,7.987867,10147300
2010-01-11,11.000000,11.100000,10.760000,11.080000,8.210163,8151400
2010-01-12,11.100000,11.660000,11.080000,11.600000,8.595478,31147700
2010-01-13,11.400000,12.000000,11.340000,11.700000,8.669576,34344200
2010-01-14,11.800000,12.180000,11.700000,11.980000,8.877054,61565300
2010-01-15,11.800000,11.860000,11.600000,11.800000,8.743675,17927000
2010-01-18,11.680000,11.680000,10.920000,11.060000,8.195344,15564800
2010-01-19,10.920000,11.180000,10.900000,11.100000,8.224983,3768000
2010-01-20,11.300000,11.500000,10.740000,10.800000,8.002687,9973000
2010-01-21,10.780000,10.980000,10.760000,10.780000,7.987867,5235300
2010-01-22,10.740000,11.240000,10.480000,10.860000,8.047144,7871700
2010-01-25,10.840000,11.000000,10.400000,10.700000,7.928585,7038700
2010-01-26,10.320000,10.320000,9.880000,10.060000,7.454353,10607500
2010-01-27,10.080000,10.700000,10.080000,10.560000,7.824850,10717400
2010-01-28,10.800000,11.100000,10.700000,10.940000,8.106425,18664800
2010-01-29,10.740000,11.180000,10.440000,10.980000,8.136064,9327100
2010-02-01,11.100000,11.100000,10.940000,11.060000,8.195344,6842900
2010-02-02,11.520000,11.640000,11.300000,11.360000,8.417639,7923538
2010-02-03,11.600000,11.600000,11.080000,11.300000,8.373180,16532400
2010-02-04,11.320000,11.380000,11.080000,11.340000,8.402822,5364900
2010-02-05,11.180000,11.180000,10.480000,10.580000,7.839667,12550300
2010-02-08,10.880000,10.880000,10.500000,10.720000,7.943408,8211600
2010-02-09,10.820000,10.820000,10.300000,10.500000,7.780387,6576400
2010-02-10,10.600000,10.680000,10.300000,10.480000,7.765569,6623600
2010-02-11,10.520000,10.600000,10.300000,10.580000,7.839667,6836400
2010-02-12,10.900000,11.060000,10.500000,11.000000,8.150884,9550000
2010-02-17,11.200000,11.460000,11.080000,11.240000,8.328722,9290200
2010-02-18,10.960000,11.300000,10.500000,10.600000,7.854489,8898900
2010-02-19,10.600000,10.600000,9.960000,10.120000,7.498814,10796700
2010-02-22,10.500000,10.820000,10.500000,10.780000,7.987867,5693700
2010-02-23,10.760000,10.900000,10.500000,10.900000,8.076784,6276400
2010-02-24,10.780000,10.780000,10.380000,10.600000,7.854489,7921400
2010-02-25,10.460000,10.860000,10.440000,10.580000,7.839667,5221200
2010-02-26,10.600000,11.200000,10.600000,11.200000,8.299081,11677500
2010-03-01,10.900000,11.040000,10.760000,10.920000,8.091604,4074600
2010-03-02,11.000000,11.200000,10.600000,10.740000,7.958226,6190800
2010-03-03,10.460000,10.760000,10.400000,10.420000,7.721110,3164800
